# 주식(StockPage): STOCK_LIST_400 중 region US|JP, JP ETF 유니버스 티커 제외, retired 제외 — StockPage.jsx 와 동일
# 표시명은 DB 프로필 우선; 여기 display_hint 는 리스트·폴백 기준
# symbol	display_hint	region	index_tag	sector(list 원본)

## JP
SYK	Stryker	US	SP500	未分類
SYY	SYY	US	SP500	未分類
T	T	US	SP500	未分類
TAP	TAP	US	SP500	未分類
TDG	TDG	US	SP500	未分類
TDY	TDY	US	SP500	未分類
TEAM	TEAM	US	SP500	未分類
TECH	TECH	US	SP500	未分類
TEL	TEL	US	SP500	未分類
TER	TER	US	SP500	未分類
TFC	TFC	US	SP500	未分類
TFX	TFX	US	SP500	未分類
TGT	TGT	US	SP500	未分類
TJX	TJX Companies	US	SP500	未分類
TMO	Thermo Fisher	US	SP500	未分類
TMUS	TMUS	US	SP500	未分類
TPR	TPR	US	SP500	未分類
TRGP	TRGP	US	SP500	未分類
TRMB	TRMB	US	SP500	未分類
TROW	TROW	US	SP500	未分類
TRV	TRV	US	SP500	未分類
TSCO	TSCO	US	SP500	未分類
TSLA	Tesla	US	SP500	未分類
TSN	TSN	US	SP500	未分類
TT	TT	US	SP500	未分類
TTD	TTD	US	SP500	未分類
TTWO	TTWO	US	SP500	未分類
TXN	Texas Instruments	US	SP500	未分類
TYL	TYL	US	SP500	未分類
UAL	UAL	US	SP500	未分類
UBER	UBER	US	SP500	未分類
UDR	UDR	US	SP500	未分類
UHS	UHS	US	SP500	未分類
ULTA	Ulta Beauty	US	SP500	未分類
UNH	UnitedHealth	US	SP500	未分類
UNP	UNP	US	SP500	未分類
UPS	UPS	US	SP500	未分類
URI	URI	US	SP500	未分類
USB	U.S. Bancorp	US	SP500	未分類
V	Visa	US	SP500	未分類
VICI	VICI	US	SP500	未分類
VLO	VLO	US	SP500	未分類
VLTO	VLTO	US	SP500	未分類
VMC	VMC	US	SP500	未分類
VNO	VNO	US	SP500	未分類
VRSK	VRSK	US	SP500	未分類
VRSN	VRSN	US	SP500	未分類
VRT	Vertiv Holdings Co.	US	SP500	資本財・産業
VRTX	VRTX	US	SP500	未分類
VST	VST	US	SP500	未分類
VTR	VTR	US	SP500	未分類
VTRS	VTRS	US	SP500	未分類
VZ	VZ	US	SP500	未分類
WAB	WAB	US	SP500	未分類
WAT	WAT	US	SP500	未分類
WBD	WBD	US	SP500	未分類
WDAY	WDAY	US	SP500	未分類
WDC	Western Digital	US	SP500	未分類
WEC	WEC	US	SP500	未分類
WELL	WELL	US	SP500	未分類
WFC	Wells Fargo	US	SP500	未分類
WM	WM	US	SP500	未分類
WMB	WMB	US	SP500	未分類
WMT	Walmart	US	SP500	未分類
WRB	WRB	US	SP500	未分類
WST	WST	US	SP500	未分類
WTW	WTW	US	SP500	未分類
WY	WY	US	SP500	未分類
WYNN	WYNN	US	SP500	未分類
XEL	XEL	US	SP500	未分類
XOM	Exxon Mobil	US	SP500	未分類
XYL	XYL	US	SP500	未分類
YUM	YUM	US	SP500	未分類
ZBH	ZBH	US	SP500	未分類
ZBRA	ZBRA	US	SP500	未分類
ZS	ZS	US	SP500	未分類
ZTS	Zoetis	US	SP500	未分類

# 펀드/ETF(FundPage·Home 등): ETF_SYMBOLS_FROM_XLSX (etfUniverseLite.js 스냅샷). 이름 스텁은 etfListFromXlsx.js 와 동일(그 외는 화면에서 DB/resolveFundDisplayName)
# symbol	jpName_stub_or_empty	category
1305.T		株式
1306.T		株式
1308.T		株式
1309.T		株式
1311.T		株式
1319.T		株式
1320.T		株式
1321.T		株式
1322.T		株式
1325.T		株式
1328.T		株式
1329.T	日経225連動型上場投資信託	株式
1330.T		株式
133A.T		株式
1343.T		株式
1345.T		株式
1346.T		株式
1348.T		株式
1364.T		株式
1369.T		株式
1397.T		株式
1398.T		株式
1399.T		株式
1473.T		株式
1474.T		株式
1475.T	iShares Core TOPIX ETF	株式
1476.T		株式
1477.T		株式
1478.T	iShares MSCI Japan High Dividend ETF	高配当
1479.T		株式
1480.T		株式
1481.T		株式
1482.T		株式
1484.T		株式
1485.T		株式
1486.T		株式
1487.T		株式
1488.T		株式
1489.T		株式
1493.T		株式
1494.T		株式
1495.T		株式
1496.T		株式
1497.T		株式
1498.T		株式
1499.T		株式
1540.T		株式
1541.T		株式
1542.T		株式
1543.T		株式
1545.T		株式
1546.T		株式
1547.T		株式
1550.T		株式
1551.T		株式
1554.T		株式
1555.T		株式
1559.T		株式
1560.T		株式
1563.T		株式
1566.T		株式
1572.T		株式
1577.T		株式
1578.T		株式
1586.T		株式
1591.T		株式
1592.T		株式
1593.T		株式
1595.T		株式
1596.T		株式
1597.T		株式
1599.T		株式
159A.T		株式
1615.T		株式
1617.T		株式
1618.T		株式
1619.T		株式
1620.T		株式
1621.T		株式
1622.T		株式
1623.T		株式
1624.T		株式
1625.T		株式
1626.T		株式
1627.T		株式
1628.T		株式
1629.T		株式
1630.T		株式
1631.T		株式
1632.T		株式
1633.T		株式
1651.T		株式
1652.T		株式
1654.T		株式
1655.T		株式
1656.T		株式
1657.T		株式
1658.T		株式
1659.T		株式
1660.T		株式
1671.T		株式
1677.T		株式
1678.T		株式
1679.T		株式
1680.T		株式
1681.T		株式
1698.T		株式
1699.T		株式
170A.T		株式
179A.T		株式
180A.T		株式
182A.T		株式
183A.T		株式
188A.T		株式
200A.T		株式
2011.T		株式
2012.T		株式
2013.T		株式
2014.T		株式
2015.T		株式
2016.T		株式
2017.T		株式
2018.T		株式
2019.T		株式
2080.T		株式
2081.T		株式
2082.T		株式
2083.T		株式
2084.T		株式
2085.T		株式
2086.T		株式
2087.T		株式
2088.T		株式
2089.T		株式
2090.T		株式
2091.T		株式
2092.T		株式
2093.T		株式
2094.T		株式
2095.T		株式
2096.T		株式
2097.T		株式
2098.T		株式
210A.T		株式
213A.T		株式
221A.T		株式
2235.T		株式
2236.T		株式
223A.T		株式
2241.T		株式
2242.T		株式
2243.T		株式
2244.T		株式
2245.T		株式
2247.T		株式
2248.T		株式
224A.T		株式
2250.T		株式
2252.T		株式
2253.T		株式
2254.T		株式
2255.T		株式
2256.T		株式
2257.T		株式
2258.T		株式
2259.T		株式
234A.T		株式
235A.T		株式
236A.T		株式
237A.T		株式
238A.T		株式
2510.T		株式
2511.T		株式
2512.T		株式
2513.T		株式
2514.T		株式
2515.T		株式
2516.T		株式
2517.T		株式
2518.T		株式
2519.T		株式
2520.T		株式
2521.T		株式
2522.T		株式
2524.T		株式
2525.T		株式
2527.T		株式
2528.T		株式
2529.T		株式
2530.T		株式
2552.T		株式
2553.T		株式
2554.T		株式
2555.T		株式
2556.T		株式
2557.T		株式
2558.T		株式
2559.T		株式
2561.T		株式
2562.T		株式
2563.T		株式
2564.T		株式
2565.T		株式
2566.T		株式
2567.T		株式
2568.T		株式
2569.T		株式
257A.T		株式
258A.T		株式
2620.T		株式
2621.T	iShares 20+ Year US Treasury Bond JPY Hedged ETF	債券
2622.T		株式
2623.T		株式
2624.T		株式
2625.T		株式
2626.T		株式
2627.T		株式
2628.T		株式
2629.T		株式
2630.T		株式
2631.T		株式
2632.T		株式
2633.T		株式
2634.T		株式
2636.T		株式
2637.T		株式
2638.T		株式
2639.T		株式
2640.T		株式
2641.T		株式
2642.T		株式
2643.T		株式
2644.T		株式
2645.T		株式
2646.T		株式
2647.T		株式
2648.T		株式
2649.T		株式
2836.T		株式
2837.T		株式
2838.T		株式
2839.T		株式
283A.T		株式
2840.T		株式
2841.T		株式
2843.T		株式
2844.T		株式
2845.T		株式
2846.T		株式
2847.T		株式
2849.T		株式
2851.T		株式
2852.T		株式
2853.T		株式
2854.T	NEXT FUNDS NASDAQ-100 Top 20 ETF	テック
2855.T		株式
2856.T		株式
2857.T		株式
2858.T		株式
2859.T		株式
2860.T		株式
2861.T		株式
2864.T		株式
2865.T		株式
2866.T		株式
2867.T		株式
2868.T		株式
295A.T		株式
313A.T		株式
314A.T		株式
315A.T		株式
316A.T		株式
328A.T		株式
364A.T		株式
376A.T		株式
380A.T		株式
381A.T		株式
383A.T		株式
392A.T		株式
394A.T		株式
395A.T		株式
396A.T		株式
404A.T		株式
408A.T		株式
412A.T		株式
413A.T		株式
424A.T		株式
425A.T		株式
435A.T		株式
443A.T		株式
447A.T		株式
448A.T		株式
449A.T		株式
451A.T		株式
453A.T		株式
459A.T		株式
461A.T		株式
465A.T		株式
466A.T		株式
467A.T		株式
468A.T		株式
473A.T		株式
486A.T		株式
487A.T		株式
488A.T		株式
489A.T		株式
492A.T		株式
493A.T		株式
496A.T		株式
502A.T		株式
512A.T		株式
513A.T		株式
518A.T		株式
